fiberid,radeg,decdeg,source_id,bdbs_id,n6569_oid,BDBS_match,photometry_ok,gaia_ok,phot_g_mean_mag,umag,gmag,rmag,imag,zmag,ymag,u0,g0,r0,i0,z0,y0,pmra,pmra_error,pmdec,pmdec_error,parallax,parallax_error,RVraw,RV_adopted,e_RV_adopted,SNR_CaT,rv_quality,rv_member_window_NGC6569,CaT1,CaT2,CaT3,SumEW23,FeHDP_avg_W2W3,FeHDP_stddev_W2W3,FeHDP_W2,FeHDP_W3,FeHDP_W3_minus_W2,FeHDP_flag,FeHDP_quality,Teff_avg_SP,Teff_std_SP,logg_avg_SP,logg_stddex_SP,MH_avg_SP,MH_stddex_SP,FeH_avg_SP,FeH_stddex_SP,aFe_avg_SP,aFe_stddex_SP,SP_FeH_N,SP_aFe_N,SP_quality,SED_status,SED_ok,SED_n_bands_used,SED_red_chi2,SED_auto_rejected_bands,SED_phot_mismatch_bool,SED_best_Teff,SED_best_logg,SED_best_FeH,SED_best_aFe,dTeff_SED_minus_SP,dlogg_SED_minus_SP,dFeH_SED_minus_SP,daFe_SED_minus_SP,SED_agreement,Teff_adopted,e_Teff_adopted,logg_adopted,e_logg_adopted,FeH_adopted,e_FeH_adopted,FeH_source,aFe_adopted,e_aFe_adopted,aFe_source,chem_window_adopted,high_alpha_window,table_use_flag
139,273.209,-32.061,4048786058431832192,147255567,238897,matched,TRUE,TRUE,17.394,20.093,18.32,17.423,16.966,16.7,16.51,18.451,17.009,16.461,16.254,16.152,16.074,-4.24,0.106,-6.983,0.083,0.064,0.094,185.517,172.163,4.885,12.8,weak,FALSE,0.549,1.542,1.165,2.707,-1.574,0.182,-1.444883,-1.702265,-0.257382,CHECK W2 vs W3,usable,,,,,,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,,,,,-1.574,0.182,CaT_DP_only,,,none,FALSE,FALSE,caution
142,,,,,,no match,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,-203.941,-217.294,4.05,18.2,usable,FALSE,0.497,1.534,1.403,2.937,,,,,,no imag,none,,,,,,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,,,,,,,none,,,none,FALSE,FALSE,caution
143,273.209,-32.035,4048798191777927040,147255742,238935,matched,TRUE,TRUE,17.393,20.694,18.425,17.413,16.924,16.631,16.414,19.085,17.141,16.471,16.226,16.094,15.987,-4.577,0.125,-7.789,0.095,-0.036,0.128,121.416,108.063,3.809,15.1,usable,FALSE,1.182,2.645,1.569,4.215,-0.923,0.02,-0.908776,-0.937012,-0.028236,ok,good,5573.5,313.8,5.041,1.251,-0.484,0.164,-0.465,0.535,-0.042,0.793,2,2,weak,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,5573.5,313.8,5.041,1.251,-0.465,0.535,SP_Ace_primary_CaT_DP_disagrees,-0.042,0.793,SP_Ace,FALSE,FALSE,RV_CaT_only
144,273.218,-32.011,4048798397894903424,147280224,243367,matched,TRUE,TRUE,16.834,20.609,18.072,16.934,16.416,16.077,15.853,19.076,16.848,16.036,15.751,15.566,15.446,-4.552,0.093,-6.636,0.07,-0.124,0.092,131.717,118.363,3.323,18.8,usable,FALSE,1.041,2.24,2.034,4.274,-1.041,0.056,-1.001071,-1.080349,-0.079278,ok,good,5266,171.6,3.921,0.419,-0.51,0.138,-0.56,0.225,0.071,0.331,2,2,usable,modeled,TRUE,5,0.41,u,FALSE,4500,3,-0.5,0.2,-766,-0.921,0.06,0.129,check,5266,171.6,3.921,0.419,-0.56,0.225,SP_Ace_primary_CaT_DP_disagrees,0.071,0.331,SP_Ace,FALSE,FALSE,secondary
145,273.237,-32.026,4048786578183085440,147331475,252524,matched,TRUE,TRUE,15.72,19.383,16.847,15.79,15.286,15.016,14.769,17.691,15.496,14.799,14.552,14.452,14.319,-4.364,0.047,-7.244,0.035,0.169,0.047,-20.623,-33.977,3.343,19.6,usable,TRUE,1.096,2.554,2.064,4.618,-1.16,0.042,-1.13016,-1.189528,-0.059368,ok,good,4970.5,218.8,3.143,0.566,-0.478,0.109,-0.793,0.134,0.435,0.221,2,2,usable,modeled,TRUE,5,0.419,u,FALSE,4750,2,-1,0.4,-220.5,-1.143,-0.207,-0.035,check,4970.5,218.8,3.143,0.566,-0.793,0.134,SP_Ace_primary_CaT_DP_disagrees,0.435,0.221,SP_Ace,TRUE,TRUE,secondary
147,273.07,-32.195,4048777782088656000,113858103,95430,matched,TRUE,TRUE,16.051,20.252,17.32,16.139,15.578,15.201,14.998,18.579,15.985,15.159,14.853,14.643,14.554,-5.086,0.056,-6.805,0.043,0.06,0.057,27.482,14.129,3.206,20.7,good,FALSE,1.053,2.859,2.313,5.171,-0.902,0.053,-0.864076,-0.93901,-0.074934,ok,good,4384.5,162.1,2.035,0.467,-0.974,0.243,-1.187,0.147,0.312,0.257,2,2,good,modeled,TRUE,6,0.225,,FALSE,4500,1.5,-1.5,0.4,115.5,-0.535,-0.313,0.088,consistent,4384.5,162.1,2.035,0.467,-1.047,0.105,SP_Ace+CaT_DP_consensus,0.312,0.257,SP_Ace,TRUE,TRUE,primary
148,273.19,-32.014,4048798466655960192,147201933,229210,matched,TRUE,TRUE,16.18,20.144,17.338,16.273,15.767,15.496,15.281,18.666,16.158,15.407,15.126,15.003,14.888,-3.943,0.054,-8.096,0.04,0.043,0.053,121.22,107.867,3.605,18.7,usable,FALSE,1.001,2.66,2.383,5.043,-0.915,0.066,-0.868355,-0.962113,-0.093758,ok,good,4866.5,159.3,2.992,0.425,-0.53,0.138,-0.613,0.152,0.128,0.243,2,2,usable,modeled,TRUE,6,0.403,,FALSE,4500,3,-0.75,0.3,-366.5,0.008,-0.137,0.172,check,4866.5,159.3,2.992,0.425,-0.766,0.107,SP_Ace+CaT_DP_consensus,0.128,0.243,SP_Ace,TRUE,FALSE,secondary
149,,,,,,no match,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,-29.344,-42.697,4.45,13.2,weak,TRUE,0.912,1.028,0.796,1.824,,,,,,no imag,none,,,,,,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,,,,,,,none,,,none,FALSE,FALSE,caution
151,273.06,-32.103,4048792281900872704,113830721,91078,matched,TRUE,TRUE,15.895,19.816,17.013,15.948,15.485,15.218,14.971,18.279,15.786,15.048,14.819,14.705,14.563,-3.429,0.049,-6.403,0.038,0.158,0.052,123.392,110.038,3.657,21.6,good,FALSE,1.206,3.021,2.521,5.542,-0.761,0.014,-0.751009,-0.770557,-0.019548,ok,good,4689,106,2.75,0.356,-0.534,0.114,-0.55,0.097,0.028,0.263,2,2,good,modeled,TRUE,6,0.676,,FALSE,4750,2,-1,0.4,61,-0.75,-0.45,0.372,check,4689,106,2.75,0.356,-0.632,0.094,SP_Ace+CaT_DP_consensus,0.028,0.263,SP_Ace,FALSE,FALSE,secondary
152,273.015,-32.124,4048790731384132608,113701351,69254,matched,TRUE,TRUE,15.656,19.463,16.842,15.777,15.247,14.927,14.697,18.292,15.907,15.091,14.739,14.536,14.386,-4.143,0.051,-6.417,0.038,0.126,0.049,-145.636,-158.989,3.211,21.4,good,FALSE,1.155,2.629,1.981,4.61,-1.161,0.027,-1.14181,-1.17982,-0.03801,ok,good,5148.5,228,3.097,0.493,-0.572,0.188,-0.56,0.273,-0.016,0.345,2,2,usable,modeled,TRUE,5,1.432,u,FALSE,4500,2,-0.75,0.3,-648.5,-1.097,-0.19,0.316,check,5148.5,228,3.097,0.493,-0.56,0.273,SP_Ace_primary_CaT_DP_disagrees,-0.016,0.345,SP_Ace,FALSE,FALSE,secondary
153,273.139,-32.08,4048791835224065792,147057316,202560,matched,TRUE,TRUE,16.067,20.194,17.413,16.136,15.574,15.219,14.894,18.699,16.219,15.26,14.926,14.72,14.497,-4.868,0.065,-7.219,0.047,-0.061,0.063,-17.259,-30.612,4.013,17.5,usable,TRUE,1.475,2.686,2.076,4.762,-0.974,0.055,-1.013394,-0.935564,0.07783,ok,good,4436.5,137.6,2.832,0.613,-0.595,0.122,-0.713,0.144,0.18,0.313,2,2,usable,modeled,TRUE,5,1.166,u,FALSE,4250,2,-0.75,0.3,-186.5,-0.832,-0.037,0.12,check,4436.5,137.6,2.832,0.613,-0.839,0.104,SP_Ace+CaT_DP_consensus,0.18,0.313,SP_Ace,TRUE,FALSE,secondary
154,273.322,-31.891,4048894467809153024,147562114,296832,matched,TRUE,TRUE,14.195,20.185,16.559,14.989,13.462,12.745,12.389,18.71,15.381,14.125,12.822,12.253,11.997,-3.547,0.028,-6.964,0.019,0.079,0.025,-22.221,-35.575,3.736,8.3,weak,TRUE,1.646,2.632,2.54,5.173,-1.269,0.099,-1.338991,-1.199259,0.139732,ok,good,,,,,,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,,,,,-1.269,0.15,CaT_DP_only,,,none,FALSE,FALSE,caution
156,273.001,-32.111,4048790941871295104,113660380,62546,matched,TRUE,TRUE,16,19.556,17.02,16.038,15.607,15.311,15.118,18.457,16.143,15.394,15.131,14.945,14.826,-3.821,0.067,-7.076,0.051,0.053,0.069,-147.324,-160.678,3.918,15.4,usable,FALSE,1.064,2.535,2.165,4.7,-1.064,0.05,-1.028431,-1.099383,-0.070952,ok,good,5003.5,192.1,2.746,0.584,-0.385,0.133,-0.509,0.216,0.224,0.295,2,2,usable,modeled,TRUE,6,0.273,,FALSE,4500,2.5,-1,0.4,-503.5,-0.246,-0.491,0.176,check,5003.5,192.1,2.746,0.584,-0.509,0.216,SP_Ace_primary_CaT_DP_disagrees,0.224,0.295,SP_Ace,TRUE,TRUE,secondary
157,273.14,-32.004,4048798947692493056,147059383,202931,matched,TRUE,TRUE,17.185,20.742,18.377,17.251,16.772,16.448,16.226,19.177,17.128,16.334,16.094,15.926,15.81,-3.236,0.116,-7.295,0.087,0.161,0.103,52.745,39.391,5.653,11.9,weak,FALSE,1.414,3.066,2.027,5.093,-0.597,0.039,-0.624693,-0.568945,0.055748,ok,good,4718,602,3.03,,-1.24,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,4718,602,3.03,0.2,-0.597,0.15,CaT_DP_only,,,none,FALSE,FALSE,caution
158,273.3,-31.887,4048800906198465408,147503521,285364,matched,TRUE,TRUE,17.091,20.755,18.271,17.162,16.66,16.368,16.131,19.373,17.168,16.353,16.061,15.907,15.764,-4.218,0.096,-6.782,0.071,-0.121,0.09,34.527,21.173,4.202,15.4,usable,FALSE,1.147,4.087,1.97,6.057,-0.321,0.029,-0.300862,-0.341768,-0.040906,ok,good,4345.5,145.8,2.566,0.623,-0.543,0.202,-0.89,0.122,0.448,0.306,2,2,usable,modeled,TRUE,5,0.389,u,FALSE,4500,2,-1,0.4,154.5,-0.566,-0.11,-0.048,consistent,4345.5,145.8,2.566,0.623,-0.89,0.122,SP_Ace_primary_CaT_DP_disagrees,0.448,0.306,SP_Ace,TRUE,TRUE,secondary
159,273.197,-31.935,4048801009276856192,147221687,232821,matched,TRUE,TRUE,16.884,20.825,18.176,16.977,16.49,16.586,15.967,19.29,16.95,16.078,15.824,16.074,15.559,-3.749,0.081,-6.416,0.059,0.06,0.077,-66.8,-80.154,4.034,13.4,weak,FALSE,1.161,2.648,2.228,4.876,-0.784,0.025,-0.766539,-0.802377,-0.035838,ok,good,5029,304.1,2.277,0.882,-0.576,0.289,-0.488,0.505,-0.15,0.462,2,2,weak,modeled,TRUE,5,1.018,u,FALSE,4500,3,-0.25,0.1,-529,0.723,0.238,0.25,check,5029,304.1,2.277,0.882,-0.76,0.144,SP_Ace+CaT_DP_consensus,-0.15,0.462,SP_Ace,FALSE,FALSE,caution
160,273.279,-31.947,4048800081563621376,147445033,273624,matched,TRUE,TRUE,17.25,20.812,18.371,17.322,16.78,16.475,16.281,19.202,17.085,16.379,16.082,15.938,15.853,-4.561,0.113,-6.769,0.084,0.041,0.104,129.341,115.987,3.655,14,weak,FALSE,1.021,2.336,1.911,4.247,-0.972,0.061,-0.929149,-1.015667,-0.086518,ok,good,5405,313.6,3.031,1.107,-0.514,0.211,-0.363,0.412,-0.247,0.683,2,2,weak,modeled,TRUE,5,0.704,u,FALSE,4750,2.5,-0.5,0.2,-655,-0.531,-0.137,0.447,check,5405,313.6,3.031,1.107,-0.363,0.412,SP_Ace_primary_CaT_DP_disagrees,-0.247,0.683,SP_Ace,FALSE,FALSE,caution
162,,,,,,no match,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,51.749,38.395,3.413,12.4,weak,FALSE,0.74,1.035,0.917,1.951,,,,,,no imag,none,,,,,,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,,,,,,,none,,,none,FALSE,FALSE,caution
163,273.22,-31.901,4048801382874157696,147285384,244281,matched,TRUE,TRUE,16.424,19.981,17.519,16.514,16.043,15.728,15.542,18.49,16.329,15.641,15.397,15.231,15.146,-4.92,0.062,-7.1,0.046,0.161,0.06,-193.857,-207.21,6.116,19.8,usable,FALSE,0.577,1.391,1.686,3.077,-1.642,0.175,-1.518101,-1.765347,-0.247246,CHECK W2 vs W3,usable,4968.5,534.3,3.1,1.218,-0.567,0.359,-0.945,0.512,0.563,0.312,2,2,weak,modeled,TRUE,5,0.386,u,FALSE,4750,2,-1,0.4,-218.5,-1.1,-0.055,-0.163,check,4968.5,534.3,3.1,1.218,-0.945,0.512,SP_Ace_primary_CaT_DP_disagrees,0.563,0.312,SP_Ace,TRUE,TRUE,RV_CaT_only
164,273.099,-31.985,4048799119491376896,146942445,182067,matched,TRUE,TRUE,16.977,20.634,18.124,16.997,16.532,16.218,15.994,19.209,16.987,16.162,15.914,15.743,15.616,-3.978,0.093,-6.44,0.07,0.113,0.087,118.327,104.973,6.111,15.3,usable,FALSE,1.174,2.286,2.202,4.488,-0.913,0.022,-0.897568,-0.9287,-0.031132,ok,good,4873.5,238.6,1.853,1.252,-1.157,0.252,-1.449,0.441,0.414,0.455,2,2,usable,modeled,TRUE,6,0.511,,FALSE,4500,3,-1,0.4,-373.5,1.147,0.449,-0.014,check,4873.5,238.6,1.853,1.252,-1.449,0.441,SP_Ace_primary_CaT_DP_disagrees,0.414,0.455,SP_Ace,FALSE,FALSE,secondary
165,,,,,,no match,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,-152.559,-165.913,5.189,10.8,weak,FALSE,0.258,0.792,0.616,1.408,,,,,,no imag,none,,,,,,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,,,,,,,none,,,none,FALSE,FALSE,caution
166,273.002,-31.99,4048796370711215488,113661763,62759,matched,TRUE,TRUE,15.759,19.362,16.704,15.675,15.281,15.094,14.792,18.316,15.869,15.062,14.827,14.745,14.514,-3.392,0.086,-6.831,0.062,0.026,0.084,-120.251,-133.605,5.277,15.7,usable,FALSE,1.083,3.563,2.239,5.802,-0.735,0.045,-0.702675,-0.766749,-0.064074,ok,good,4450.5,118.4,2.57,0.431,-0.5,0.144,-0.584,0.11,0.125,0.292,2,2,usable,modeled,TRUE,6,1.542,,FALSE,4500,2,-1,0.4,49.5,-0.57,-0.416,0.275,check,4450.5,118.4,2.57,0.431,-0.643,0.094,SP_Ace+CaT_DP_consensus,0.125,0.292,SP_Ace,TRUE,FALSE,secondary
167,273.165,-31.943,4048799699249976192,147130722,216060,matched,TRUE,TRUE,16.254,19.91,17.418,16.361,15.855,15.562,15.327,18.287,16.123,15.411,15.151,15.021,14.896,-3.784,0.06,-8.808,0.046,0.114,0.055,200.753,187.4,8.496,16.5,usable,FALSE,0.533,3.353,2.074,5.427,-0.841,0.186,-0.709596,-0.97277,-0.263174,CHECK W2 vs W3,usable,,,,,,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,,,,,-0.841,0.186,CaT_DP_only,,,none,FALSE,FALSE,RV_CaT_only
168,272.981,-32.011,4048795954064047104,113604166,53778,matched,TRUE,TRUE,16.315,19.792,17.317,16.354,15.962,15.693,15.53,18.697,16.443,15.713,15.487,15.328,15.239,-4.884,0.06,-7.669,0.045,0.119,0.06,9.919,-3.435,3.219,17.1,usable,FALSE,1.513,2.718,2.318,5.036,-0.781,0.065,-0.827123,-0.735537,0.091586,ok,good,5038,194.8,3.451,0.503,-0.44,0.17,-0.425,0.311,-0.033,0.506,2,2,usable,modeled,TRUE,5,0.411,u,FALSE,4750,3,-0.5,0.2,-288,-0.451,-0.075,0.233,consistent,5038,194.8,3.451,0.503,-0.425,0.311,SP_Ace_primary_CaT_DP_disagrees,-0.033,0.506,SP_Ace,FALSE,FALSE,secondary
169,272.912,-32.028,4048795339918711808,113401572,24409,matched,TRUE,TRUE,13.775,18.96,15.335,13.998,13.272,12.859,12.556,17.947,14.527,13.405,12.833,12.521,12.287,-3.341,0.031,-7.697,0.023,0.083,0.026,174.939,161.585,3.527,28.9,good,FALSE,1.333,3.494,2.655,6.149,-1.015,0.019,-1.027961,-1.001535,0.026426,ok,good,3934.5,47.8,1.976,0.685,-0.666,0.138,-0.841,0.199,0.302,0.265,2,2,good,modeled,TRUE,6,1.339,,FALSE,3900,2,-1,0.4,-34.5,0.024,-0.159,0.098,consistent,3934.5,100,1.976,0.685,-0.952,0.12,SP_Ace+CaT_DP_consensus,0.302,0.265,SP_Ace,TRUE,TRUE,primary
170,273.14,-31.809,4048805574806155392,147059839,203002,matched,TRUE,TRUE,16.82,20.533,18.064,16.926,16.369,16.029,15.817,18.928,16.783,15.986,15.673,15.494,15.391,-3.911,0.079,-7.254,0.059,0.126,0.065,22.001,8.647,6.755,14.2,weak,FALSE,2.01,2.789,1.884,4.674,-0.731,0.192,-0.867182,-0.595682,0.2715,CHECK W2 vs W3,usable,5417,428.7,2.94,0.918,-0.914,0.328,-0.965,0.007,0.077,0.405,2,2,weak,modeled,TRUE,5,1.386,g,FALSE,4750,2.5,-1,0.4,-667,-0.44,-0.035,0.323,check,5417,428.7,2.94,0.918,-0.899,0.102,SP_Ace+CaT_DP_consensus,0.077,0.405,SP_Ace,FALSE,FALSE,caution
171,272.88,-32.029,4048795266840323072,113309386,13278,matched,TRUE,TRUE,15.727,19.406,16.759,15.775,15.381,15.092,14.943,18.431,15.98,15.204,14.958,14.767,14.684,-3.177,0.055,-6.398,0.042,0.107,0.047,142.88,129.526,3.905,19.7,usable,FALSE,1.109,2.806,2.251,5.056,-0.977,0.039,-0.949921,-1.004583,-0.054662,ok,good,5006.5,142.5,2.678,0.497,-0.324,0.158,-0.255,0.179,-0.103,0.428,2,2,usable,modeled,TRUE,6,0.474,,FALSE,4500,3,-0.75,0.3,-506.5,0.322,-0.495,0.403,check,5006.5,142.5,2.678,0.497,-0.255,0.179,SP_Ace_primary_CaT_DP_disagrees,-0.103,0.428,SP_Ace,FALSE,FALSE,secondary
172,273.078,-31.947,4048802452386198400,146882859,171659,matched,TRUE,TRUE,17.054,20.236,18.105,17.046,16.617,16.389,16.156,19.053,17.161,16.353,16.104,15.995,15.842,-3.785,0.088,-6.46,0.065,-0.065,0.082,129.786,116.432,6.203,14.1,weak,FALSE,0.801,2.269,1.68,3.949,-1.157,0.117,-1.073609,-1.239767,-0.166158,ok,good,5467.5,297.1,3.39,0.789,-0.524,0.452,-0.652,0.684,0.159,0.343,2,2,weak,modeled,TRUE,5,0.766,u,FALSE,4750,2.5,-0.25,0.1,-717.5,-0.89,0.402,-0.059,check,5467.5,297.1,3.39,0.789,-0.652,0.684,SP_Ace_primary_CaT_DP_disagrees,0.159,0.343,SP_Ace,TRUE,FALSE,caution
173,273.248,-31.78,4048899102013036672,152146365,663056,matched,TRUE,TRUE,16.498,18.193,17.222,16.45,16.209,16.034,15.57,16.443,15.825,15.425,15.45,15.45,15.105,-2.484,0.064,-1.881,0.046,0.061,0.059,46.482,33.128,4.411,14.3,weak,FALSE,0.989,1.821,1.485,3.306,-1.447,0.069,-1.397946,-1.496048,-0.098102,ok,good,6075,0,3.58,0,-0.98,0,-0.99,0.31,0.018,0.003,2,2,weak,modeled,TRUE,5,0.173,y,FALSE,6250,4.5,-1.5,0.4,175,0.92,-0.51,0.382,check,6075,100,3.58,0.2,-0.99,0.31,SP_Ace_primary_CaT_DP_disagrees,0.018,0.1,SP_Ace,FALSE,FALSE,caution
174,273.13,-31.938,4048802619824636672,147031670,197965,matched,TRUE,TRUE,15.815,19.643,16.996,15.901,15.387,15.097,14.838,18.187,15.834,15.048,14.756,14.611,14.451,-3.275,0.05,-8.822,0.037,0.107,0.046,-90.041,-103.395,3.951,21.2,good,FALSE,0.747,2.869,2.205,5.074,-1.035,0.131,-0.94242,-1.128126,-0.185706,ok,usable,4894.5,299.3,2.346,0.578,-0.647,0.141,-0.821,0.252,0.292,0.377,2,2,usable,modeled,TRUE,6,0.626,,FALSE,4500,2,-1,0.4,-394.5,-0.346,-0.179,0.108,check,4894.5,299.3,2.346,0.578,-0.979,0.129,SP_Ace+CaT_DP_consensus,0.292,0.377,SP_Ace,TRUE,TRUE,secondary
175,272.909,-31.993,4048843821524249600,113391770,23095,matched,TRUE,TRUE,15.596,19.175,16.616,15.647,15.239,15.012,14.843,18.202,15.839,15.077,14.817,14.687,14.584,-3.388,0.047,-7.332,0.036,0.095,0.042,159.924,146.571,4.757,21.4,good,FALSE,1.028,2.705,2.115,4.819,-1.11,0.059,-1.067585,-1.151569,-0.083984,ok,good,4703,82.7,2.999,0.305,-0.325,0.159,-0.466,0.113,0.199,0.196,2,2,good,modeled,TRUE,5,0.385,u,FALSE,4750,2,-0.5,0.2,47,-0.999,-0.034,0.001,check,4703,100,2.999,0.305,-0.466,0.12,SP_Ace_primary_CaT_DP_disagrees,0.199,0.196,SP_Ace,FALSE,FALSE,secondary
176,272.863,-31.997,4048842374041756160,113258326,8026,matched,TRUE,TRUE,13.552,19.031,15.319,13.896,12.999,12.46,15.521,18.159,14.623,13.385,12.621,12.169,15.289,-4.117,0.027,-7.419,0.021,0.034,0.023,-34.168,-47.521,4.232,23.8,good,TRUE,1.527,3.212,2.754,5.966,-1.107,0.068,-1.155479,-1.058825,0.096654,ok,good,3817,67.8,1.745,0.388,-0.61,0.123,-0.705,0.092,0.178,0.351,2,2,good,modeled,TRUE,5,1.783,y,FALSE,3800,2.5,-0.25,0.1,-17,0.755,0.455,-0.078,check,3817,100,1.745,0.388,-0.705,0.12,SP_Ace_primary_CaT_DP_disagrees,0.178,0.351,SP_Ace,TRUE,FALSE,secondary
177,273.174,-31.823,4048805132446575488,147155798,220883,matched,TRUE,TRUE,16.898,19.644,17.864,16.964,16.521,16.237,16.055,18.049,16.591,16.03,15.829,15.705,15.631,-4.084,0.096,-6.954,0.07,0.213,0.086,-74.269,-87.623,4.294,20.9,good,FALSE,0.494,3.328,1.858,5.186,-0.786,0.196,-0.647361,-0.924653,-0.277292,CHECK W2 vs W3,usable,,,,,,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,,,,,-0.786,0.196,CaT_DP_only,,,none,FALSE,FALSE,RV_CaT_only
178,272.901,-31.969,4048843924603640448,113369476,20215,matched,TRUE,TRUE,15.319,19.286,16.47,15.407,14.953,14.643,14.44,18.265,15.655,14.809,14.51,14.302,14.169,-3.354,0.047,-6.635,0.04,0.148,0.047,16.06,2.706,3.478,23.2,good,FALSE,1.278,2.703,2.13,4.833,-1.124,0.005,-1.127069,-1.120553,0.006516,ok,good,4468.5,142.1,2.416,0.395,-0.849,0.136,-1.013,0.127,0.234,0.28,2,2,good,modeled,TRUE,6,0.749,,FALSE,4500,1.5,-1.5,0.4,31.5,-0.916,-0.487,0.166,check,4468.5,142.1,2.416,0.395,-1.059,0.097,SP_Ace+CaT_DP_consensus,0.234,0.28,SP_Ace,TRUE,TRUE,secondary
179,273.108,-31.925,4048802864661876352,146967934,186612,matched,TRUE,TRUE,16.468,20.282,17.667,16.586,16.063,15.711,15.501,18.946,16.6,15.803,15.484,15.265,15.146,-3.655,0.065,-6.015,0.048,0.15,0.06,55.948,42.594,4.016,14.8,weak,FALSE,1.341,2.781,1.917,4.698,-0.912,0.021,-0.926811,-0.897489,0.029322,ok,good,5458.5,349.5,3.428,0.871,-0.403,0.272,-0.528,0.372,0.198,2.146,2,2,weak,modeled,FALSE,5,2.943,g,FALSE,4750,3,-0.75,0.3,-708.5,-0.428,-0.222,0.102,check,5458.5,349.5,3.428,0.871,-0.528,0.372,SP_Ace_primary_CaT_DP_disagrees,0.198,2.146,SP_Ace,TRUE,FALSE,caution
180,273.379,-31.828,4048895257982721920,147719632,327571,matched,TRUE,TRUE,17.191,18.931,17.656,16.905,16.926,16.691,16.342,17.373,16.412,15.992,16.25,16.171,15.928,-3.846,0.142,-7.402,0.106,0.331,0.128,-43.526,-56.88,4.693,13.3,weak,TRUE,0.525,1.956,1.303,3.259,-1.387,0.188,-1.254037,-1.520107,-0.26607,CHECK W2 vs W3,usable,,,,,,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,,,,,-1.387,0.188,CaT_DP_only,,,none,FALSE,FALSE,caution
181,273.104,-31.914,4048802894702617728,146957584,184828,matched,TRUE,TRUE,16.458,20.157,17.602,16.521,16.061,15.711,15.504,18.845,16.554,15.752,15.492,15.273,15.155,-3.219,0.066,-7.541,0.05,0.185,0.06,22.319,8.966,4.728,14.9,weak,FALSE,1.625,2.701,2.153,4.854,-0.805,0.093,-0.870787,-0.738657,0.13213,ok,good,4466,216.2,2.015,0.901,-0.947,0.32,-1.134,0.187,0.271,0.42,2,2,weak,modeled,TRUE,6,0.659,,FALSE,4500,2.5,-1.5,0.4,34,0.485,-0.366,0.129,check,4466,216.2,2.015,0.901,-0.933,0.117,SP_Ace+CaT_DP_consensus,0.271,0.42,SP_Ace,TRUE,TRUE,caution
182,,,,,,no match,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,25.485,12.131,6.838,13.6,weak,FALSE,2.363,1.922,1.426,3.348,,,,,,no imag,none,,,,,,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,,,,,,,none,,,none,FALSE,FALSE,caution
183,272.966,-31.924,4048844504345757056,113561108,47034,matched,TRUE,TRUE,15.748,19.601,16.849,15.785,15.376,15.077,14.835,18.76,16.178,15.292,15.011,14.797,14.612,-5.117,0.05,-6.634,0.038,0.143,0.044,-24.207,-37.561,5.268,15.1,usable,TRUE,1.627,2.948,2.488,5.436,-0.747,0.094,-0.813845,-0.680991,0.132854,ok,good,4393.5,113,2.555,0.402,-0.615,0.133,-0.7,0.088,0.12,0.297,2,2,usable,modeled,TRUE,6,2.049,,FALSE,4500,3,-1,0.4,106.5,0.445,-0.3,0.28,consistent,4393.5,113,2.555,0.402,-0.719,0.094,SP_Ace+CaT_DP_consensus,0.12,0.297,SP_Ace,TRUE,FALSE,secondary
184,272.851,-31.933,4048844989755989120,113223128,4937,matched,TRUE,TRUE,14.236,19.514,15.925,14.494,13.707,13.249,12.988,18.526,15.136,13.915,13.278,12.919,12.725,-4.731,0.035,-7.671,0.024,0.047,0.028,-1.874,-15.228,3.808,21.9,good,FALSE,1.592,3.227,2.653,5.88,-0.968,0.085,-1.027707,-0.907523,0.120184,ok,good,3829,71.1,2.147,0.29,-0.475,0.113,-0.589,0.109,0.18,0.277,2,2,good,modeled,TRUE,6,0.6,,FALSE,3800,2,-1,0.4,-29,-0.147,-0.411,0.22,check,3829,100,2.147,0.29,-0.589,0.12,SP_Ace_primary_CaT_DP_disagrees,0.18,0.277,SP_Ace,TRUE,FALSE,secondary
