fiberid,RVraw,RV,e_RV,S/N,CaT1,CaT2,CaT3,SumEW23,BDBS_match,n6569_oid,radeg,decdeg,umag,uerr,gmag,gerr,rmag,rerr,imag,ierr,zmag,zerr,ymag,yerr,Au,Ag,Ar,Ai,Az,Ay,bdbs_id,gaia_id,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag
267,174.101,160.747,4.534,18.900,0.962,2.617,2.468,5.084,matched,650645,273.223,-31.574,20.329,0.001,17.428,0.008,16.329,0.004,15.849,0.005,15.514,0.004,15.313,0.005,1.656,1.322,0.970,0.718,0.552,0.440,152047845,4048950607249624704,4048950607249624704,273.22266,0.046,-31.57404,0.039,0.132,0.047,-4.846,0.061,-6.029,0.044,16.238
268,87.329,73.976,3.319,20.600,1.465,3.105,2.400,5.506,matched,620696,273.162,-31.491,19.630,0.002,16.283,0.001,14.952,0.008,14.364,0.005,13.932,0.000,13.658,0.002,1.697,1.355,0.994,0.736,0.566,0.451,151813010,4048954288061927552,4048954288061927552,273.16231,0.027,-31.49094,0.022,0.109,0.028,-4.479,0.034,-7.821,0.024,14.805
269,-43.316,-56.669,3.263,14.500,0.845,2.450,1.765,4.215,matched,681835,273.285,-31.645,20.953,0.001,18.384,0.013,17.227,0.001,16.705,0.001,16.359,0.008,16.119,0.000,1.855,1.481,1.087,0.804,0.619,0.493,152288861,4048902400530697344,4048902400530697344,273.28461,0.101,-31.64541,0.090,0.106,0.078,-3.859,0.126,-6.342,0.095,17.132
270,72.129,58.775,5.034,17.200,1.628,3.501,2.392,5.893,matched,634743,273.191,-31.431,20.006,0.000,17.104,0.002,16.049,0.002,15.559,0.003,15.279,0.003,15.088,0.004,1.461,1.167,0.856,0.634,0.487,0.388,151924247,4048955593794341120,4048955593794341120,273.19101,0.083,-31.43075,0.072,-0.099,0.097,-3.452,0.097,-6.694,0.073,16.025
271,11.803,-1.551,6.063,12.000,0.283,1.604,1.910,3.514,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,-57.626,-70.980,4.236,13.400,1.148,2.419,2.213,4.632,matched,682439,273.286,-31.592,20.551,0.002,18.263,0.014,17.198,0.004,16.749,0.001,16.410,0.006,16.207,0.003,1.528,1.219,0.895,0.662,0.510,0.406,152293172,4048949988742778496,4048949988742778496,273.28573,0.076,-31.59164,0.065,0.011,0.083,-4.430,0.100,-7.908,0.072,17.116
273,-4.389,-17.743,3.248,19.400,1.441,2.963,2.286,5.249,matched,611376,273.143,-31.564,19.788,0.007,16.772,0.010,15.488,0.009,14.881,0.016,14.451,0.006,14.210,0.005,1.834,1.464,1.074,0.795,0.612,0.487,151740025,4048952290839738368,4048952290839738368,273.14342,0.033,-31.56414,0.029,0.068,0.035,-3.328,0.043,-7.769,0.032,15.342
274,100.981,87.627,3.293,20.400,1.413,2.817,2.310,5.127,matched,676048,273.273,-31.656,19.831,0.008,16.894,0.024,15.614,0.007,15.003,0.004,14.550,0.002,14.329,0.008,1.855,1.481,1.087,0.804,0.619,0.493,152244836,4048902366144992128,4048902366144992128,273.27323,0.035,-31.65649,0.030,0.090,0.037,-4.016,0.044,-6.600,0.032,15.472
275,-21.850,-35.203,3.862,15.900,1.479,3.003,2.404,5.408,matched,640915,273.203,-31.415,19.907,0.011,17.012,0.005,15.909,0.001,15.455,0.003,15.116,0.003,14.923,0.000,1.526,1.219,0.894,0.662,0.509,0.405,151972533,4048961464890278016,4048961464890278016,273.20338,0.038,-31.41521,0.032,0.083,0.044,-4.665,0.046,-6.801,0.033,15.838
276,-57.373,-70.727,4.529,12.200,0.645,2.024,1.532,3.557,matched,654613,273.231,-31.437,18.917,0.018,17.416,0.098,16.550,0.007,16.400,0.010,16.226,0.031,16.278,0.085,1.448,1.156,0.848,0.628,0.483,0.385,152079078,4048960640256771200,4048960640256771200,273.23062,0.050,-31.43685,0.042,0.017,0.057,-2.296,0.063,-8.433,0.043,16.464
277,-35.161,-48.515,4.158,9.700,1.230,1.971,2.015,3.986,matched,667999,273.258,-31.402,20.203,0.014,16.657,0.001,14.919,0.009,13.137,0.029,12.391,0.004,11.954,0.010,1.519,1.213,0.890,0.659,0.507,0.404,152184545,4048960880774771584,4048960880774771584,273.25757,0.025,-31.40186,0.021,-0.004,0.028,-3.321,0.029,-6.439,0.021,14.054
278,-39.768,-53.122,4.429,11.600,0.279,1.101,1.930,2.945,matched,647457,273.216,-31.356,99.999,9.999,17.227,0.014,16.683,0.004,16.398,0.006,16.295,0.000,16.197,0.002,1.432,1.143,0.839,0.621,0.478,0.380,152022889,4048961980288234496,4048961980288234496,273.21627,0.065,-31.35561,0.056,-0.143,0.069,-2.724,0.070,-5.721,0.056,16.482
279,23.668,10.314,4.027,16.400,0.773,1.541,1.260,2.801,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,18.014,4.661,5.516,8.900,2.032,3.384,2.401,5.785,matched,665208,273.252,-31.369,20.183,0.019,16.974,0.003,15.889,0.002,15.377,0.025,15.089,0.002,14.919,0.001,1.539,1.229,0.901,0.667,0.513,0.409,152163176,4048962014654791552,4048962014654791552,273.25214,0.037,-31.36858,0.030,0.048,0.041,-3.352,0.044,-6.135,0.031,15.807
281,30.024,16.670,4.675,13.600,2.195,2.523,1.948,4.471,matched,696135,273.312,-31.518,20.411,0.007,18.168,0.007,17.276,0.024,16.868,0.003,16.628,0.008,16.423,0.026,1.473,1.176,0.863,0.639,0.491,0.391,152395940,4048956315350909952,4048956315350909952,273.31220,0.085,-31.51767,0.074,0.049,0.088,-3.171,0.108,-7.320,0.080,17.226
282,157.709,144.355,4.073,15.300,0.726,1.815,2.000,3.814,matched,676622,273.274,-31.534,19.782,0.007,17.877,0.000,16.954,0.010,16.527,0.004,16.276,0.000,16.080,0.000,1.566,1.250,0.917,0.679,0.522,0.416,152249350,4048951156968423680,4048951156968423680,273.27444,0.070,-31.53392,0.059,0.181,0.076,-4.155,0.086,-7.151,0.063,16.915
284,-12.336,-25.690,4.461,3.800,0.725,1.261,1.521,2.782,matched,724286,273.368,-31.600,20.023,0.008,17.508,0.022,15.611,0.003,13.209,0.001,11.906,0.004,11.346,0.023,1.520,1.214,0.891,0.659,0.507,0.404,152608856,4048902881541141248,4048902881541141248,273.36776,0.052,-31.59980,0.047,0.026,0.058,-3.708,0.067,-6.599,0.052,13.860
285,-16.871,-30.225,4.927,14.200,1.208,2.831,2.435,5.266,matched,725730,273.371,-31.649,20.360,0.032,17.604,0.005,16.508,0.019,16.024,0.004,15.687,0.000,15.487,0.000,1.569,1.253,0.919,0.680,0.523,0.417,152620265,4048901855056311040,4048901855056311040,273.37075,0.051,-31.64905,0.044,0.104,0.058,-4.564,0.065,-7.795,0.048,16.424
286,-69.592,-82.946,4.070,11.500,1.074,4.025,2.951,6.976,matched,681836,273.285,-31.397,19.972,0.002,16.714,0.028,15.593,0.013,15.075,0.031,14.776,0.000,14.573,0.000,1.423,1.136,0.834,0.617,0.475,0.378,152288865,4048961224372170368,4048961224372170368,273.28462,0.035,-31.39725,0.029,0.179,0.038,-3.288,0.042,-6.795,0.029,15.517
287,159.891,146.537,3.512,15.000,1.317,2.773,2.237,5.010,matched,723139,273.365,-31.726,20.381,0.025,17.542,0.024,16.247,0.001,15.629,0.011,15.204,0.015,14.974,0.001,2.176,1.738,1.275,0.944,0.726,0.578,152600011,4048898071177572608,4048898071177572608,273.36546,0.045,-31.72645,0.038,0.108,0.051,-3.175,0.058,-6.791,0.040,16.088
288,35.996,22.642,4.471,10.700,0.652,1.349,1.465,2.813,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,211.957,198.604,4.176,16.700,1.030,2.488,2.251,4.739,matched,717566,273.354,-31.514,19.788,0.002,17.174,0.018,16.016,0.009,15.488,0.002,15.102,0.000,14.881,0.000,1.608,1.284,0.942,0.697,0.537,0.427,152557908,4048956177911844352,4048956177911844352,273.35424,0.090,-31.51420,0.076,0.241,0.096,-4.207,0.112,-6.652,0.083,15.946
291,148.669,135.316,4.452,12.400,1.009,1.774,1.641,3.416,matched,733388,273.387,-31.640,20.596,0.011,18.291,0.005,17.275,0.016,16.873,0.004,16.582,0.000,16.375,0.004,1.548,1.236,0.907,0.671,0.516,0.411,152680457,4048901958232583168,4048901958232583168,273.38656,0.115,-31.64043,0.102,-0.547,0.131,-3.375,0.148,-6.943,0.111,17.436
292,-44.019,-57.372,3.515,19.100,1.476,3.143,2.488,5.631,matched,721782,273.363,-31.386,19.762,0.006,17.112,0.014,16.112,0.004,15.702,0.007,15.417,0.005,15.217,0.016,1.294,1.033,0.758,0.561,0.432,0.344,152589576,4048959643824239360,4048959643824239360,273.36269,0.047,-31.38576,0.039,-0.014,0.054,-4.118,0.060,-6.248,0.043,16.061
294,34.424,21.070,3.817,16.400,1.544,2.993,2.491,5.484,matched,727251,273.374,-31.426,20.064,0.001,17.275,0.005,16.199,0.002,15.721,0.007,15.423,0.008,15.236,0.005,1.486,1.186,0.870,0.644,0.496,0.395,152632186,4048957788398220672,4048957788398220672,273.37390,0.044,-31.42613,0.037,0.062,0.048,-4.759,0.056,-7.765,0.040,16.129
295,-12.431,-25.785,3.223,10.200,0.945,2.663,2.286,4.949,matched,701894,273.323,-31.671,20.493,0.016,18.175,0.037,17.210,0.002,16.827,0.004,16.563,0.001,16.378,0.016,1.797,1.434,1.052,0.779,0.599,0.477,152440010,4048901472792182016,4048901472792182016,273.32340,0.080,-31.67091,0.070,0.354,0.087,-4.222,0.102,-7.984,0.074,17.207
296,114.907,101.553,3.263,18.200,1.471,2.880,2.259,5.139,matched,735361,273.391,-31.384,19.580,0.009,17.126,0.004,16.186,0.007,15.787,0.009,15.491,0.003,15.296,0.037,1.163,0.928,0.681,0.504,0.388,0.309,152695797,4048959476447050368,4048959476447050368,273.39062,0.046,-31.38410,0.039,0.015,0.054,-4.511,0.058,-8.630,0.042,16.135
297,-110.587,-123.941,5.130,16.400,0.515,1.963,1.669,3.632,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,109.333,95.979,3.947,13.000,1.003,2.429,1.770,4.199,matched,682025,273.285,-31.545,20.122,0.008,17.980,0.003,16.993,0.007,16.494,0.006,16.179,0.018,15.999,0.020,1.606,1.282,0.940,0.696,0.536,0.426,152290162,4048950405409278976,4048950405409278976,273.28496,0.070,-31.54536,0.059,0.151,0.078,-3.539,0.095,-6.972,0.069,16.904
299,48.572,35.219,3.632,13.900,0.815,2.277,2.101,4.378,matched,745687,273.412,-31.600,19.529,0.147,17.904,0.113,17.063,0.062,16.647,0.000,16.408,0.002,16.256,0.001,2.067,1.650,1.211,0.896,0.690,0.549,152776925,4048907966785632256,4048907966785632256,273.41191,0.071,-31.60029,0.063,-0.031,0.082,-4.174,0.087,-7.691,0.065,16.996
301,-2.299,-15.652,3.729,13.300,0.896,2.372,2.190,4.562,matched,754170,273.431,-31.500,20.497,0.059,18.241,0.027,17.204,0.006,16.696,0.005,16.384,0.005,16.184,0.009,1.748,1.395,1.024,0.758,0.583,0.464,152849232,4048909684768698240,4048909684768698240,273.43107,0.083,-31.50038,0.072,0.199,0.089,-4.654,0.108,-8.051,0.080,17.157
302,36.788,23.434,4.268,11.700,1.861,3.967,2.950,6.917,matched,737105,273.394,-31.560,20.697,0.010,16.969,0.002,15.410,0.003,14.640,0.001,14.131,0.019,13.840,0.004,2.236,1.785,1.309,0.969,0.746,0.594,152709371,4048908894495395840,4048908894495395840,273.39420,0.031,-31.56017,0.027,-0.011,0.034,-3.427,0.038,-6.117,0.029,15.161
303,75.660,62.306,4.358,18.100,1.124,1.944,2.448,4.392,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,60.054,46.701,3.307,15.400,0.890,2.102,1.784,3.886,matched,787992,273.510,-31.634,20.655,0.015,18.197,0.001,17.037,0.002,16.449,0.006,16.060,0.002,15.835,0.010,2.041,1.629,1.195,0.885,0.681,0.542,153141451,4048904913171783808,4048904913171783808,273.50958,0.091,-31.63414,0.075,0.493,0.101,-3.758,0.109,-7.204,0.081,16.938
305,78.421,65.068,3.364,19.600,1.314,2.787,2.425,5.212,matched,760218,273.445,-31.403,19.809,0.007,16.982,0.002,15.850,0.002,15.314,0.002,14.980,0.009,14.764,0.003,1.400,1.118,0.820,0.607,0.467,0.372,152900096,4048958990989143296,4048958990989143296,273.44470,0.040,-31.40289,0.034,0.057,0.046,-3.703,0.051,-6.385,0.036,15.736
306,57.099,43.746,4.495,19.200,1.223,2.274,2.244,4.518,matched,766583,273.460,-31.477,20.281,0.001,17.471,0.008,16.386,0.006,15.888,0.014,15.574,0.002,15.368,0.010,1.781,1.421,1.043,0.772,0.594,0.473,152955160,4048911196637094144,4048911196637094144,273.45950,0.055,-31.47708,0.052,0.240,0.070,-3.166,0.065,-7.804,0.053,16.302
308,-80.482,-93.836,3.816,19.500,1.396,2.614,2.103,4.717,matched,781633,273.495,-31.631,19.631,0.003,17.145,0.004,15.953,0.003,15.357,0.001,14.972,0.019,14.739,0.002,2.177,1.738,1.275,0.944,0.726,0.578,153084840,4048904530835305984,4048904530835305984,273.49464,0.040,-31.63135,0.033,0.075,0.047,-4.724,0.049,-7.519,0.037,15.833
309,-10.740,-24.094,3.498,13.200,1.576,3.333,2.606,5.940,matched,775199,273.480,-31.409,19.820,0.007,16.629,0.005,15.489,0.006,15.004,0.002,14.697,0.002,14.499,0.008,1.397,1.115,0.818,0.606,0.466,0.371,153027793,4048958750479417856,4048958750479417856,273.47953,0.036,-31.40896,0.032,0.203,0.043,-4.321,0.047,-7.030,0.035,15.403
310,-20.896,-34.250,3.460,15.400,1.409,3.121,2.311,5.432,matched,772738,273.474,-31.686,20.532,0.000,17.417,0.001,16.174,0.005,15.628,0.001,15.262,0.009,15.038,0.005,2.010,1.605,1.178,0.872,0.671,0.534,153006514,4048904290290280192,4048904290290280192,273.47371,0.043,-31.68640,0.037,0.045,0.050,-5.084,0.056,-7.496,0.042,16.085
311,-300.919,-314.272,4.024,14.700,0.365,1.144,1.116,2.260,matched,761079,273.447,-31.770,99.999,9.999,17.564,0.002,16.848,0.006,16.518,0.000,16.275,0.025,16.107,0.076,1.875,1.497,1.098,0.813,0.626,0.498,152907307,4048896834226931840,4048896834226931840,273.44663,0.055,-31.76958,0.043,0.164,0.060,2.190,0.062,-1.025,0.045,16.602
312,-34.944,-48.298,3.244,26.400,0.988,2.423,1.791,4.214,matched,349587,273.419,-31.830,99.999,9.999,17.801,0.058,17.227,0.019,16.730,0.004,16.642,0.000,16.526,0.001,1.714,1.368,1.004,0.743,0.572,0.455,147829388,4048895120545675904,4048895120545675904,273.41892,0.219,-31.82970,0.177,-0.589,0.308,-4.572,0.216,-6.443,0.159,16.988
313,-68.372,-81.726,4.415,16.700,1.339,2.802,2.304,5.106,matched,768316,273.463,-31.537,20.669,0.008,17.935,0.031,16.790,0.009,16.272,0.003,15.914,0.002,15.704,0.002,1.849,1.476,1.083,0.802,0.617,0.491,152969502,4048908619617795328,4048908619617795328,273.46333,0.065,-31.53726,0.054,0.211,0.077,-4.531,0.077,-7.384,0.058,16.727
314,154.445,141.092,3.209,16.900,0.639,1.454,1.497,2.951,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,150.900,137.546,3.216,16.600,1.166,2.355,2.369,4.724,matched,803044,273.545,-31.406,19.970,0.015,17.495,0.004,16.552,0.004,16.078,0.006,15.825,0.008,15.638,0.003,1.372,1.095,0.803,0.595,0.458,0.364,153271684,4048935145339170048,4048935145339170048,273.54494,0.062,-31.40592,0.067,0.109,0.091,-4.419,0.074,-6.885,0.063,16.467
317,146.055,132.701,3.273,16.300,0.873,2.175,1.870,4.045,matched,756472,273.436,-31.671,20.363,0.002,17.815,0.040,16.701,0.020,16.139,0.007,15.789,0.001,15.588,0.004,1.841,1.470,1.079,0.798,0.614,0.489,152869139,4048898689652955904,4048898689652955904,273.43637,0.086,-31.67088,0.075,-0.200,0.103,-5.108,0.105,-6.747,0.078,16.572
318,145.069,131.715,3.278,14.600,1.259,3.172,2.522,5.694,matched,804233,273.548,-31.346,19.968,0.011,17.188,0.016,16.175,0.009,15.771,0.010,15.527,0.004,15.369,0.007,1.086,0.867,0.636,0.471,0.362,0.289,153282311,4048982531838935040,4048982531838935040,273.54778,0.051,-31.34628,0.047,-0.240,0.066,-3.129,0.069,-8.019,0.054,16.137
319,79.075,65.721,4.005,15.600,0.422,2.214,1.583,3.796,matched,792270,273.520,-31.533,20.037,0.003,18.031,0.009,17.169,0.085,16.653,0.001,16.380,0.000,16.211,0.000,1.612,1.287,0.944,0.699,0.538,0.428,153178658,4048909895334107776,4048909895334107776,273.51974,0.144,-31.53302,0.132,-0.311,0.194,-4.856,0.177,-7.344,0.138,17.022
321,-27.954,-41.307,3.697,18.900,1.524,2.958,2.447,5.405,matched,821446,273.590,-31.392,19.468,0.038,16.710,0.001,15.646,0.021,15.142,0.011,14.852,0.008,14.670,0.006,1.088,0.868,0.637,0.472,0.363,0.289,153439845,4048935248415293056,4048935248415293056,273.59004,0.080,-31.39176,0.074,-0.385,0.105,-3.871,0.096,-8.761,0.074,15.568
322,115.086,101.733,3.362,18.600,1.594,3.125,2.677,5.801,matched,806809,273.554,-31.618,20.234,0.000,16.793,0.001,15.382,0.004,14.649,0.008,14.230,0.023,13.953,0.002,1.783,1.423,1.044,0.773,0.595,0.474,153306125,4048904255969822848,4048904255969822848,273.55423,0.032,-31.61755,0.025,0.169,0.038,-3.558,0.038,-7.451,0.028,15.210
323,-101.313,-114.666,3.993,18.100,1.088,3.017,2.028,5.045,matched,797780,273.532,-31.533,19.481,0.017,17.032,0.030,15.993,0.006,15.522,0.006,15.244,0.016,15.048,0.003,1.598,1.276,0.936,0.693,0.533,0.425,153225994,4048909925287568384,4048909925287568384,273.53246,0.043,-31.53267,0.041,0.146,0.061,-4.366,0.052,-6.356,0.039,15.926
324,53.638,40.284,3.486,18.700,1.221,2.382,1.787,4.168,matched,739952,273.400,-31.685,19.730,0.009,17.249,0.005,16.182,0.015,15.681,0.000,15.382,0.002,15.164,0.000,1.768,1.411,1.036,0.767,0.590,0.470,152731962,4048898620933456768,4048898620933456768,273.40012,0.044,-31.68465,0.038,0.052,0.050,-4.057,0.057,-6.996,0.043,16.089
325,-22.585,-35.939,3.875,13.300,1.410,2.721,1.973,4.695,matched,795196,273.526,-31.647,20.010,0.001,17.963,0.016,17.075,0.033,16.613,0.018,16.361,0.030,16.206,0.016,2.143,1.711,1.255,0.929,0.715,0.569,153203471,4048904084132306688,4048904084132306688,273.52641,0.071,-31.64702,0.056,0.242,0.083,-3.493,0.081,-6.752,0.061,16.987
326,38.701,25.348,3.384,4.100,0.597,0.800,1.065,1.865,matched,818375,273.583,-31.491,19.927,0.012,18.003,0.004,15.656,0.007,13.509,0.001,12.059,0.005,11.419,0.001,1.243,0.992,0.728,0.539,0.415,0.330,153413177,4048910475045424000,4048910475045424000,273.58295,0.047,-31.49124,0.045,-0.016,0.068,-3.988,0.057,-6.983,0.043,13.624
327,-15.386,-28.740,3.478,14.500,1.287,2.588,2.235,4.823,matched,793627,273.523,-31.626,21.012,0.000,18.541,0.000,17.464,0.002,16.915,0.004,16.588,0.005,16.378,0.002,2.041,1.629,1.195,0.885,0.681,0.542,153190249,4048904874406295040,4048904874406295040,273.52284,0.091,-31.62585,0.077,-0.106,0.101,-3.393,0.109,-7.033,0.083,17.390
328,123.886,110.532,3.339,22.400,1.543,3.098,2.585,5.683,matched,847132,273.659,-31.399,19.016,0.032,15.965,0.004,14.888,0.002,14.374,0.006,14.067,0.006,13.878,0.005,1.073,0.857,0.628,0.465,0.358,0.285,153688075,4048934561220493568,4048934561220493568,273.65870,0.029,-31.39941,0.025,0.037,0.036,-3.579,0.036,-6.992,0.027,14.780
330,-24.378,-37.732,3.775,20.900,1.767,3.645,3.347,6.992,matched,838744,273.634,-31.507,19.099,0.022,15.720,0.002,14.439,0.019,13.915,0.009,13.559,0.002,13.332,0.003,1.196,0.955,0.701,0.519,0.399,0.318,153602722,4048907283993769728,4048907283993769728,273.63428,0.026,-31.50709,0.024,0.066,0.037,-3.319,0.034,-7.044,0.023,14.354
331,143.139,129.786,4.087,7.200,1.460,2.335,2.523,4.858,matched,732361,273.384,-31.672,19.959,0.001,16.467,0.000,14.847,0.027,13.200,0.005,12.398,0.015,12.026,0.000,1.736,1.385,1.017,0.753,0.579,0.461,152672149,4048901644590457216,4048901644590457216,273.38438,0.022,-31.67162,0.018,0.015,0.025,-3.423,0.027,-7.869,0.019,13.943
332,37.982,24.629,5.487,11.900,3.556,2.167,2.481,4.648,matched,824458,273.597,-31.543,20.460,0.107,18.318,0.005,17.414,0.002,16.977,0.017,16.730,0.002,16.525,0.007,1.278,1.020,0.748,0.554,0.426,0.339,153466531,4048907112100978944,4048907112100978944,273.59718,0.094,-31.54349,0.086,0.168,0.117,-4.970,0.125,-6.867,0.092,17.336
333,-28.525,-41.878,3.941,14.400,1.441,3.174,2.356,5.531,matched,832032,273.616,-31.499,19.983,0.001,17.079,0.012,16.020,0.005,15.647,0.007,15.380,0.008,15.180,0.004,1.181,0.943,0.692,0.512,0.394,0.314,153538038,4048907485748159616,4048907485748159616,273.61642,0.055,-31.49907,0.052,0.014,0.076,-4.546,0.071,-6.758,0.055,16.034
334,29.372,16.019,3.277,22.300,1.156,2.707,1.916,4.623,matched,857984,273.690,-31.432,19.370,0.001,17.083,0.001,19.753,0.164,15.266,0.001,14.974,0.001,99.999,9.999,1.065,0.850,0.624,0.462,0.355,0.283,153803242,4048931537565141888,4048931537565141888,273.69023,0.046,-31.43190,0.039,-0.013,0.057,-3.439,0.059,-6.630,0.040,15.911
335,79.689,66.335,3.803,10.600,1.622,3.587,2.977,6.563,matched,819001,273.584,-31.586,19.983,0.000,16.472,0.009,14.989,0.003,13.787,0.001,13.219,0.033,12.906,0.004,1.377,1.099,0.807,0.597,0.459,0.366,153418574,4048905875244398720,4048905875244398720,273.58438,0.026,-31.58612,0.024,0.022,0.036,-3.937,0.032,-6.696,0.023,14.470
336,-36.672,-50.025,3.607,13.600,1.079,2.502,1.778,4.280,matched,791072,273.517,-31.706,20.681,0.002,18.395,0.006,17.385,0.000,16.898,0.001,16.585,0.000,16.407,0.011,2.044,1.632,1.197,0.886,0.682,0.543,153168809,4048903298168638208,4048903298168638208,273.51701,0.082,-31.70570,0.072,0.606,0.092,-3.740,0.097,-7.533,0.074,17.291
337,-64.378,-77.732,3.926,15.500,1.563,3.104,2.607,5.711,matched,845510,273.654,-31.541,19.479,0.004,16.797,0.001,15.790,0.011,15.372,0.004,15.098,0.009,14.929,0.004,1.338,1.068,0.783,0.580,0.446,0.355,153671655,4048906386236424704,4048906386236424704,273.65402,0.052,-31.54069,0.049,0.117,0.075,-4.672,0.067,-6.197,0.052,15.749
338,139.857,126.504,3.651,17.100,1.248,2.879,2.764,5.643,matched,801519,273.541,-31.649,20.997,0.021,18.000,0.021,16.798,0.011,16.294,0.073,15.860,0.038,15.618,0.007,2.079,1.660,1.218,0.901,0.693,0.552,153258450,4048904049775487360,4048904049775487360,273.54132,0.059,-31.64926,0.049,0.056,0.069,-3.633,0.071,-8.224,0.052,16.673
340,42.438,29.084,4.470,14.200,1.429,3.170,2.580,5.750,matched,811625,273.567,-31.663,20.879,0.032,18.014,0.007,16.845,0.010,16.271,0.002,15.975,0.038,15.722,0.003,1.953,1.559,1.144,0.847,0.651,0.519,153352687,4048903843617063168,4048903843617063168,273.56675,0.061,-31.66261,0.051,-0.049,0.071,-3.216,0.071,-7.324,0.053,16.733
341,-127.764,-141.118,3.637,15.500,0.858,2.414,2.930,5.343,matched,870013,273.727,-31.492,19.369,0.015,17.518,0.007,20.543,0.100,15.685,0.005,99.999,9.999,99.999,9.999,0.960,0.766,0.562,0.416,0.320,0.255,153933276,4048930197535234816,4048930197535234816,273.72719,0.061,-31.49228,0.058,0.028,0.089,-3.883,0.076,-5.995,0.057,16.351
345,-36.664,-50.018,3.239,17.900,1.003,2.752,2.047,4.798,matched,808474,273.558,-31.718,20.813,0.028,17.934,0.009,16.595,0.002,15.893,0.005,15.446,0.005,15.227,0.006,2.143,1.710,1.255,0.929,0.715,0.569,153321478,4048891508467880448,4048891508467880448,273.55824,0.056,-31.71830,0.047,-0.045,0.066,-3.940,0.062,-7.292,0.045,16.411
346,137.988,124.634,4.176,16.400,1.859,2.787,2.413,5.200,matched,896316,273.825,-31.484,19.443,0.005,17.085,0.011,16.199,0.006,15.773,0.006,15.533,0.006,15.379,0.012,1.070,0.854,0.627,0.464,0.357,0.284,154277246,4048919786536166784,4048919786536166784,273.82522,0.049,-31.48374,0.047,0.087,0.067,-3.816,0.059,-6.480,0.044,16.123
347,2.407,-10.946,3.578,16.900,1.053,2.570,1.961,4.531,matched,833416,273.620,-31.618,20.074,0.048,17.871,0.004,16.838,0.003,16.324,0.012,16.020,0.003,15.818,0.006,1.536,1.226,0.900,0.666,0.512,0.408,153551273,4048905531646843648,4048905531646843648,273.62001,0.069,-31.61822,0.062,0.098,0.093,-3.751,0.083,-7.267,0.062,16.766
352,-47.702,-61.056,4.396,14.700,1.309,3.584,2.516,6.099,matched,850160,273.667,-31.633,20.183,0.053,17.318,0.014,16.069,0.004,15.442,0.014,15.047,0.006,14.809,0.008,1.802,1.439,1.056,0.781,0.601,0.479,153720259,4048893539992811648,4048893539992811648,273.66747,0.206,-31.63289,0.182,-1.021,0.285,-3.151,0.250,-7.162,0.183,15.987
353,112.341,98.988,3.912,19.600,1.279,3.988,2.376,6.363,matched,792399,273.520,-31.729,20.994,0.098,18.371,0.022,17.223,0.015,16.633,0.001,16.309,0.006,16.107,0.013,1.963,1.567,1.150,0.851,0.655,0.521,153179720,4048903195089091968,4048903195089091968,273.52000,0.255,-31.72853,0.180,0.240,0.125,-3.825,0.330,-7.896,0.224,17.086
356,116.076,102.722,3.962,15.700,1.129,2.733,2.317,5.050,matched,858969,273.693,-31.531,19.567,0.023,17.149,0.006,16.196,0.008,15.812,0.003,15.568,0.002,15.404,0.014,1.184,0.946,0.694,0.514,0.395,0.315,153813739,4048929682139063296,4048929682139063296,273.69290,0.054,-31.53086,0.059,0.330,0.086,-4.262,0.063,-6.267,0.052,16.179
357,71.634,58.280,3.712,12.000,1.484,3.093,2.930,6.023,matched,900417,273.842,-31.529,19.375,0.020,16.587,0.007,15.594,0.009,15.198,0.002,14.927,0.008,14.776,0.005,1.178,0.940,0.690,0.511,0.393,0.313,154334660,4048918858861810176,4048918858861810176,273.84240,0.040,-31.52854,0.035,0.064,0.046,-4.293,0.045,-6.742,0.034,15.557
358,-15.654,-29.008,3.753,13.500,1.340,3.371,3.080,6.452,matched,881203,273.767,-31.530,20.015,0.038,17.040,0.007,15.980,0.007,15.483,0.002,15.205,0.012,15.032,0.001,1.332,1.063,0.780,0.577,0.444,0.354,154074288,4048918309067155328,4048918309067155328,273.76723,0.048,-31.52988,0.048,0.115,0.075,-3.347,0.066,-6.325,0.044,15.893
359,96.359,83.005,3.416,21.300,1.363,2.805,2.273,5.078,matched,829507,273.610,-31.637,19.634,0.018,16.806,0.014,15.656,0.005,15.094,0.011,14.749,0.011,14.527,0.005,1.485,1.186,0.870,0.644,0.495,0.395,153513439,4048905389803799936,4048905389803799936,273.60976,0.040,-31.63671,0.033,0.049,0.046,-3.665,0.047,-6.597,0.034,15.549
